2014-09-02,139.6199951171875,139.92999267578125,137.1999969482422,137.9600067138672,104.89354705810547,3287800,AMGN,
2014-09-03,138.52999877929688,138.85000610351562,137.33999633789062,138.5800018310547,105.36492919921875,2729300,AMGN,0.00449402063652693
2014-09-04,138.74000549316406,139.5,137.52999877929688,138.00999450683594,104.9315414428711,2975400,AMGN,-0.004113200437922182
2014-09-05,138.22000122070312,138.3300018310547,135.6300048828125,137.8800048828125,104.83273315429688,3357100,AMGN,-0.0009418855821851091
2014-09-08,138.0,139.36000061035156,137.66000366210938,139.27000427246094,105.8895263671875,2512900,AMGN,0.01008122527142219
2014-09-09,138.66000366210938,138.97999572753906,137.07000732421875,137.38999938964844,104.46016693115234,3122500,AMGN,-0.013498993502826018
2014-09-10,137.38999938964844,139.72000122070312,137.27000427246094,139.19000244140625,105.82874298095703,2330500,AMGN,0.013101412473646379
2014-09-11,138.52999877929688,139.92999267578125,137.35000610351562,138.9600067138672,105.65386962890625,3620000,AMGN,-0.0016523868345780235
2014-09-12,138.50999450683594,138.99000549316406,136.82000732421875,137.88999938964844,104.84033966064453,2329700,AMGN,-0.007700109905881103
2014-09-15,137.57000732421875,138.05999755859375,136.88999938964844,137.97000122070312,104.90113830566406,2174500,AMGN,0.0005801858830141171
2014-09-16,137.32000732421875,139.5500030517578,136.9499969482422,139.3300018310547,105.93517303466797,2398900,AMGN,0.009857219673253814
2014-09-17,140.0,141.57000732421875,138.6199951171875,140.7100067138672,106.98443603515625,3940900,AMGN,0.009904578085671911
2014-09-18,140.89999389648438,142.16000366210938,139.9499969482422,142.02000427246094,107.98038482666016,2160400,AMGN,0.009309910426325452
2014-09-19,142.99000549316406,144.4600067138672,142.2899932861328,144.00999450683594,109.49346160888672,6703300,AMGN,0.014012041786432228
2014-09-22,143.2899932861328,144.02000427246094,141.08999633789062,142.17999267578125,108.10206604003906,3082800,AMGN,-0.012707464070959462
2014-09-23,141.83999633789062,142.39999389648438,140.57000732421875,140.67999267578125,106.96159362792969,2320900,AMGN,-0.010550007576808018
2014-09-24,140.75,142.47999572753906,140.02000427246094,142.24000549316406,108.147705078125,3227600,AMGN,0.011089087991197788
2014-09-25,142.0800018310547,143.02999877929688,139.39999389648438,139.85000610351562,106.33053588867188,2676400,AMGN,-0.016802582236706276
2014-09-26,140.00999450683594,141.19000244140625,138.92999267578125,141.05999755859375,107.25051879882812,2296200,AMGN,0.008652065801001863
2014-09-29,139.9600067138672,141.5,139.3300018310547,140.07000732421875,106.49778747558594,2218700,AMGN,-0.0070182209804999784
2014-09-30,140.30999755859375,141.5800018310547,139.02000427246094,140.4600067138672,106.7943344116211,2646800,AMGN,0.002784317621585597
2014-10-01,140.38999938964844,140.77999877929688,138.17999267578125,138.82000732421875,105.54740905761719,3752200,AMGN,-0.01167591706719262
2014-10-02,138.97999572753906,139.77000427246094,136.32000732421875,137.1999969482422,104.31568908691406,3060900,AMGN,-0.011669862343350657
2014-10-03,138.07000732421875,139.7100067138672,137.89999389648438,139.14999389648438,105.79830169677734,3429000,AMGN,0.014212806061342675
2014-10-06,138.07000732421875,140.5500030517578,136.97999572753906,137.61000061035156,104.62741088867188,3190200,AMGN,-0.01106714591219049
2014-10-07,137.13999938964844,137.5399932861328,135.97999572753906,136.02999877929688,103.42613220214844,2679500,AMGN,-0.011481736967130285
2014-10-08,135.61000061035156,140.3800048828125,135.4199981689453,140.07000732421875,106.49778747558594,3621000,AMGN,0.029699394112886912
2014-10-09,139.57000732421875,140.19000244140625,137.02000427246094,137.5800018310547,104.60462951660156,2750500,AMGN,-0.0177768641605085
2014-10-10,136.77999877929688,140.74000549316406,136.77999877929688,137.38999938964844,104.46016693115234,5750400,AMGN,-0.0013810324093437298
2014-10-13,137.0500030517578,137.80999755859375,133.52000427246094,133.55999755859375,101.54814147949219,6866700,AMGN,-0.027876860383356683
2014-10-14,135.3800048828125,135.42999267578125,131.92999267578125,132.1999969482422,100.51410675048828,3736400,AMGN,-0.010182694183974661
2014-10-15,131.02000427246094,131.3699951171875,128.60000610351562,130.89999389648438,99.52566528320312,4700100,AMGN,-0.009833608787954695
2014-10-16,128.14999389648438,130.8800048828125,127.66999816894531,130.4499969482422,99.18356323242188,7906000,AMGN,-0.0034377155784899305
2014-10-17,131.25,139.85000610351562,129.5,133.69000244140625,101.6469497680664,7351500,AMGN,0.024837145028447694
2014-10-20,133.27999877929688,137.5500030517578,133.00999450683594,137.50999450683594,104.55135345458984,6623800,AMGN,0.028573505839405655
2014-10-21,138.49000549316406,145.49000549316406,137.00999450683594,144.08999633789062,109.55429077148438,8951400,AMGN,0.0478510806043817
2014-10-22,143.80999755859375,144.41000366210938,141.6699981689453,143.63999938964844,109.21215057373047,5222100,AMGN,-0.0031230269947883915
2014-10-23,145.89999389648438,148.13999938964844,145.24000549316406,147.25,111.95689392089844,4710700,AMGN,0.025132279488242038
2014-10-24,146.85000610351562,147.5,145.52000427246094,147.25999450683594,111.96448516845703,5318400,AMGN,6.787440975175585e-05
2014-10-27,146.6999969482422,148.47000122070312,146.11000061035156,148.1999969482422,112.67916870117188,4172500,AMGN,0.0063832845067952615
2014-10-28,151.75,157.25,151.47000122070312,157.19000244140625,119.51448059082031,11623200,AMGN,0.06066130687103688
2014-10-29,157.91000366210938,159.72000122070312,156.91000366210938,158.8800048828125,120.79939270019531,7069800,AMGN,0.010751335423105024
2014-10-30,158.63999938964844,161.5800018310547,158.16000366210938,161.5800018310547,122.8522720336914,3864500,AMGN,0.016993937973715845
